Anoste|protein1168	GO:0003713,GO:0000124
Anoalb|LOC118456251	GO:0071577,GO:0010043,GO:0005886,GO:0061088,GO:0005385
Anogam|LOC3291008	GO:0005874,GO:0072686,GO:0000226,GO:0008017,GO:0007076,GO:0040001,GO:0005819,GO:0000281,GO:0005730
Anofun|LOC125775150	GO:0006357,GO:0005634,GO:0005667
Anoste|protein13506	GO:0005730,GO:0032040,GO:0006364
Anoalb|LOC118467286	GO:0005886,GO:0004984,GO:0050911,GO:0005549,GO:0007608,GO:0016020
Anoara|LOC120906156	GO:0031012,GO:0005615,GO:0007165,GO:0045597,GO:0008201,GO:0007155,GO:0005178
Anoste|protein15328	GO:0000398
Anogam|LOC1271596	GO:0071949,GO:0005739,GO:0010133,GO:0006562,GO:0004657
Anoste|protein385	GO:0007160,GO:0005925,GO:0007229,GO:0098609,GO:0009986,GO:0008305,GO:0005178,GO:0016477,GO:0033627
Anoalb|LOC118464974	GO:1902600,GO:0015252,GO:0016020
Anoste|protein8284	GO:0005768,GO:0005802,GO:0045332,GO:0042147
Anoalb|LOC118456719	GO:0004407,GO:0040029,GO:0016575,GO:0000118
Anofun|LOC125770109	GO:0004653,GO:0005794,GO:0006493
Anoalb|LOC118456838	GO:0006784,GO:0016020,GO:0006783,GO:0008495,GO:0005739
Anoste|protein5737	GO:0008180
Anogam|LOC3291629	GO:0005737
Anoste|protein6040	GO:0005634
Anoste|protein4805	GO:0005739
Anogam|LOC1276267	GO:0016616,GO:0006574,GO:0008442,GO:0005739
Anoste|protein3394	GO:0005794,GO:0006493,GO:0004653
Anoste|protein11674	GO:0005634,GO:0006511,GO:0008418
Anoalb|LOC118467525	GO:0031012,GO:0005615
Anofun|LOC125763577	GO:0006139,GO:0005524,GO:0019205
Anoalb|LOC118467137	GO:0030335,GO:0007411,GO:0001755,GO:0045499,GO:0005886,GO:0071526,GO:0050919,GO:0030215
Anoalb|LOC118457754	GO:0006627,GO:0042720
Anogam|LOC1276734	GO:0000978,GO:0000981,GO:0005634,GO:0006357
Anoalb|LOC118458405	GO:0016020
Anogam|LOC1279054	GO:0019905
Anoste|protein5116	GO:0005654,GO:0005730
Anoalb|LOC118457788	GO:0004526,GO:0030677,GO:0000447,GO:0030681,GO:0000171,GO:0001682,GO:0000172
Anoste|protein6386	GO:0098609,GO:0016477,GO:0009986,GO:0007160,GO:0033627,GO:0005925,GO:0005178,GO:0007229,GO:0008305
Anogam|LOC1279088	GO:0005739,GO:0005525,GO:0003924
Anoste|protein12949	GO:0034625,GO:0042761,GO:0005789,GO:0019367,GO:0009922,GO:0034626,GO:0016020,GO:0030148
Anoalb|LOC118457375	GO:0005737
Anofun|LOC125767755	GO:0006508,GO:0008270,GO:0016020,GO:0042277,GO:0005615,GO:0070006,GO:0043171,GO:0005737
Anogam|LOC1275400	GO:0030150,GO:0005743,GO:0051087
Anofun|LOC125764992	GO:0005634
Anoalb|LOC118456938	GO:0031087,GO:0000932
Anoalb|LOC118467210	GO:0032958,GO:0000828,GO:0016301,GO:0005737,GO:0046854,GO:0005634
Anofun|LOC125766999	GO:0005283,GO:0015179,GO:0035725,GO:0089718,GO:0016020,GO:0071705,GO:0006865,GO:0005886
Anogam|LOC4578411	GO:0016020,GO:0030246
Anoste|protein14861	GO:0016020,GO:1902936
Anoste|protein3224	GO:0006168,GO:0003999,GO:0044209,GO:0005737,GO:0016208,GO:0002055
Anofun|LOC125762471	GO:0005813,GO:0010564,GO:0022027,GO:1903724,GO:0005815
Anogam|LOC1274773	GO:0015986,GO:0005743,GO:0042776,GO:0046933
Anoste|protein683	GO:0030976,GO:0016624
Anoste|protein3952	GO:0006888,GO:0030008,GO:0016192
Anoste|protein2230	GO:0032039,GO:0034472
Anoste|protein16598	GO:0016405
Anoalb|LOC118459348	GO:0016020
Anoste|protein5700	GO:0005839,GO:0005634,GO:0005737,GO:0051603
Anoste|protein12649	GO:0005829,GO:0061929
Anoalb|LOC118460279	GO:0006666,GO:0047560,GO:0030148,GO:0005789
Anoste|protein6990	GO:0016020
Anoste|protein4488	GO:0005634
Anogam|LOC1280511	GO:0009898,GO:0007169
Anoste|protein8612	GO:0016887,GO:0005524,GO:0071218
Anoalb|LOC118464878	GO:0004748,GO:0009263,GO:0005829
Anoalb|LOC118457102	GO:0005737,GO:0000302,GO:0006629
Anogam|LOC1279941	GO:0005092,GO:0000132,GO:0001965,GO:0005938
Anogam|LOC1278483	GO:0006090,GO:0004736,GO:0006094,GO:0005737
Anoalb|LOC118457313	GO:0045296,GO:0005739,GO:0005654
Anoste|protein8227	GO:0016020,GO:0012505
Anoste|protein8803	GO:0016020
Anofun|LOC125765042	GO:0005549,GO:0007608,GO:0016020,GO:0050911,GO:0004984,GO:0005886
Anoalb|LOC118459633	GO:0005634,GO:0003677,GO:0003700,GO:0000978,GO:0000981,GO:0006357
Anoste|protein16188	GO:0006413,GO:0003743,GO:0031369,GO:0071541
Anoste|protein9175	GO:0007166,GO:0051427,GO:0005615
Anofun|LOC125772374	GO:0004252,GO:0006508
Anoste|protein14490	GO:0005747,GO:0006979
Anoalb|LOC118458586	GO:0016020
Anoalb|LOC118465365	GO:0070536,GO:0005737,GO:0035871,GO:0071108,GO:0070530,GO:0005634,GO:0071947,GO:0004843
Anoalb|LOC118459847	GO:0071880,GO:0005886,GO:0043410,GO:0004930
Anoste|protein6102	GO:0016936,GO:0030246
Anogam|LOC1277974	GO:0004742,GO:0005967,GO:0045254,GO:0006086
Anoalb|LOC118465509	GO:0061929,GO:0005829
Anoalb|LOC118458398	GO:0003723,GO:0044528,GO:0000963,GO:0035770,GO:0005759
Anoste|protein11951	GO:0005682
Anoalb|LOC118463025	GO:0097309,GO:0004483,GO:0097310,GO:0006370,GO:0005737,GO:0005634
Anoalb|LOC118464554	GO:0000978,GO:0005634,GO:0000981,GO:0006357
Anogam|LOC1274219	GO:0036503,GO:0009101,GO:0018279,GO:0051082,GO:0003980,GO:0005783
Anofun|LOC125764933	GO:0003700,GO:0000981,GO:0006357,GO:0000978,GO:0006355,GO:0005634
Anoalb|LOC118457765	GO:0050660,GO:0016491
Anofun|LOC125767154	GO:0031012,GO:0005615
Anoalb|LOC118458801	GO:0005925
Anogam|LOC1272782	GO:0000981,GO:0005634,GO:0006357,GO:0000978,GO:0030154
Anofun|LOC125765663	GO:0046907,GO:0005938,GO:0030041,GO:0045010,GO:0051295,GO:0003779,GO:0048193,GO:0040038,GO:0030659,GO:0016192,GO:0051639,GO:0008017,GO:0036089
Anoste|protein11351	GO:0048029,GO:0006094,GO:0004347,GO:0006096,GO:0005829,GO:0051156
Anoste|protein5772	GO:0030031,GO:0031209,GO:0016477,GO:0048812,GO:0030866,GO:0000902
Anofun|LOC125772331	GO:0048487,GO:0008017
Anogam|LOC1275247	GO:0005874,GO:0007017
Anoste|protein3281	GO:0004674,GO:0005634,GO:0004693,GO:0051402,GO:0048489,GO:0007409,GO:0006468,GO:0000083,GO:0005737
Anoalb|LOC118468390	GO:0005739,GO:0004815,GO:0006422
Anoalb|LOC118462811	GO:0035329,GO:0005737,GO:0045944,GO:0005634,GO:0003713
Anogam|LOC3289729	GO:0005615,GO:0016298,GO:0016042
Anofun|LOC125761514	GO:0005751,GO:0006123,GO:0030234,GO:0005743
Anogam|LOC1269722	GO:0006869,GO:0055085,GO:0005319,GO:0140359,GO:0043231,GO:0016020,GO:0042626
Anoalb|LOC118467309	GO:0030130,GO:0030125,GO:0032050,GO:0005198,GO:0030132,GO:0016192,GO:0030672,GO:0072583,GO:0005886,GO:0006886,GO:0099631
Anogam|LOC1269573	GO:0008333,GO:0045335,GO:0005770,GO:0090385,GO:0005764
Anogam|LOC3291187	GO:0005886,GO:0005283,GO:0006865,GO:0016020,GO:0071705,GO:0089718,GO:0035725,GO:0015179
Anoalb|LOC118461611	GO:0003723,GO:0004386,GO:0005622
Anoalb|LOC118466690	GO:0005654
Anoste|protein17139	GO:0003743,GO:0006413
Anoara|LOC120905494	GO:0006865,GO:0016020,GO:0071705,GO:0035725,GO:0005886
Anoste|protein15267	GO:0008080
Anoalb|LOC118458306	GO:0005615,GO:0032504
Anoara|LOC120900823	GO:0006606,GO:0051082,GO:0042273
Anoalb|LOC118458430	GO:0005524,GO:0016226,GO:0051536,GO:0005739,GO:0032981,GO:0051539
Anofun|LOC125771792	GO:0005765
Anoste|protein5710	GO:0032543,GO:0003735,GO:0019843,GO:0005762,GO:0006412
Anoalb|LOC118465752	GO:0016020,GO:0015749,GO:0015149
Anoste|protein5219	GO:0015629,GO:0008289,GO:0051666,GO:0097320,GO:0006897
Anoara|LOC120902655	GO:0004865
Anogam|LOC1280134	GO:0005739
Anoalb|LOC118468303	GO:0005737,GO:0030866,GO:0045159,GO:0051294,GO:0030864,GO:0032878,GO:0008593,GO:0005096,GO:0005886,GO:0006893,GO:0019905
Anogam|LOC1282061	GO:0006334,GO:0005634,GO:0033186
Anoste|protein13918	GO:0003899,GO:0032549,GO:0006351
Anogam|LOC1271636	GO:0009225,GO:0006282,GO:0005737,GO:0005975,GO:0004649,GO:0005634,GO:1990966
Anoalb|LOC118458021	GO:0005829,GO:0043248
Anogam|LOC1270183	GO:0004659,GO:0008299
Anogam|LOC1270459	GO:0005886,GO:0019991
Anogam|LOC1278926	GO:0046933,GO:0042776,GO:0015986,GO:0005743
Anogam|LOC1269595	GO:0005737
Anoste|protein9958	GO:0006810,GO:0016020,GO:0005794,GO:0042147
Anoste|protein3000	GO:0005783,GO:0006511,GO:0061630
Anoalb|LOC118467262	GO:0008327,GO:0005634
Anogam|LOC1270438	GO:0009408,GO:0005737,GO:0042026,GO:0051082,GO:0005634
Anoste|protein14480	GO:0032040,GO:0034457,GO:0042134,GO:0005730,GO:0006364,GO:0030515
Anoalb|LOC118462881	GO:0017069,GO:0071011,GO:0003729,GO:0000398
Anoste|protein11960	GO:0006886,GO:0005784
Anoste|protein13939	GO:0033539,GO:0009055,GO:0050660,GO:0005739
Anoste|protein14589	GO:0050660,GO:0016491
Anoalb|LOC118459836	GO:0005681
Anogam|LOC4577000	GO:0005886,GO:0006468
Anoalb|LOC118457141	GO:0000278,GO:0006260,GO:0006272,GO:0006297,GO:0045004,GO:0008622,GO:0006287,GO:0003677,GO:0008310,GO:0006281,GO:0003887
Anoalb|LOC118465791	GO:0030154,GO:0006357,GO:0000981,GO:0009653,GO:0000978
Anoste|protein5803	GO:0006915,GO:0004197,GO:0097153,GO:0006508,GO:0005737,GO:0043525
Anoalb|LOC118464019	GO:0005654,GO:0006351,GO:0003677,GO:0000003,GO:0051726,GO:0006357,GO:0017053
Anoste|protein17390	GO:0005634,GO:0006357
Anoste|protein10430	GO:0006260,GO:1902983,GO:0000811
Anoalb|LOC118463379	GO:0007018,GO:0035869,GO:0019894,GO:0005930,GO:0044782,GO:0016939,GO:0005871
Anoalb|LOC118464370	GO:0008126,GO:0034338,GO:0047372,GO:0051792,GO:0051793,GO:0044255
Anoalb|LOC118457439	GO:0005739,GO:0016818
Anoste|protein8413	GO:0042246,GO:0016020,GO:0007155
Anoste|protein12964	GO:0005975,GO:0004801,GO:0009052,GO:0005622
Anoste|protein8949	GO:0007264,GO:0005096
Anoste|protein8779	GO:0005834,GO:0005737,GO:0019001,GO:0007186,GO:0031752,GO:0001664,GO:0031683,GO:0031526,GO:0007188,GO:0003924,GO:0007266
Anogam|LOC1275941	GO:0060271,GO:0030139,GO:0005769,GO:0016197,GO:0048471,GO:0006897,GO:0032456,GO:0045296,GO:0072659,GO:0005886,GO:0005737,GO:0055038
Anoste|protein17209	GO:0006465,GO:0016020,GO:0008233,GO:0005787
Anoalb|LOC118457924	GO:0008775,GO:0006083,GO:0005739
Anoara|LOC120899537	GO:0006508,GO:0005615,GO:0004252
Anogam|LOC1274036	GO:0016020,GO:1902936
Anoste|protein12493	GO:0003940,GO:0004553
Anoalb|LOC118468650	GO:0005739
Anoalb|LOC118457713	GO:0008028,GO:0015718
Anoalb|LOC118469024	GO:0000981,GO:0000978,GO:0006355
Anoalb|LOC118465623	GO:0006355,GO:0006338,GO:0010468,GO:0034647,GO:0032452,GO:0000785,GO:0005634
Anogam|LOC1270330	GO:0005737,GO:0070936,GO:0061630,GO:1902042,GO:0005886,GO:0043161,GO:2001271
Anoalb|LOC118459606	GO:0032934,GO:0005886,GO:0120015,GO:0005789,GO:0140268,GO:0032366
Anogam|LOC1272772	GO:0016020,GO:0005783,GO:0006506
Anogam|LOC11175739	GO:0016491,GO:0050660
Anoalb|LOC118461289	GO:0005509
Anogam|LOC5666965	GO:0007018,GO:0005737,GO:0005868,GO:0045505
Anoste|protein13445	GO:0030942,GO:0003924,GO:0006616,GO:0005786,GO:0048500,GO:0005525,GO:0005829,GO:0008312,GO:0006614
Anoste|protein1352	GO:0005102,GO:0018445
Anoalb|LOC118456569	GO:0008010,GO:0062129
Anoalb|LOC118468380	GO:0004867,GO:0005615
Anoste|protein7192	GO:0030014,GO:0016567,GO:0004842
Anoalb|LOC118466827	GO:0005886,GO:0016020
Anoste|protein15739	GO:0005930,GO:0097546
Anogam|LOC1279964	GO:0030515,GO:0032040,GO:0034455,GO:0045943,GO:0000462,GO:0030686
Anogam|LOC133393558	GO:0000981,GO:0006357,GO:0000978
Anoste|protein4219	GO:0000398,GO:0071013,GO:0046540,GO:0000244
Anoalb|LOC118457808	GO:0098609,GO:0007275,GO:0016477,GO:0016342,GO:0008013,GO:0045296,GO:0098742
Anoalb|LOC118460482	GO:0006357,GO:0000978,GO:0000981
Anoalb|LOC118467726	GO:0007186,GO:0001965,GO:0005085,GO:0005737
Anogam|LOC1268789	GO:0036126,GO:0036064,GO:0005814,GO:0005856,GO:0005879,GO:0008017
Anoalb|LOC118466919	GO:0090575,GO:0003700,GO:0050767,GO:0006357,GO:0030182,GO:0000981,GO:0007423,GO:0000977,GO:0045944
Anoste|protein1800	GO:0005861,GO:0006936
Anoste|protein18572	GO:0004252
Anoste|protein12272	GO:0008047,GO:0006261,GO:0000731,GO:0017116,GO:0005634
Anoalb|LOC118464149	GO:0019887,GO:0030165
Anoalb|LOC118460219	GO:0004672
Anogam|LOC1273469	GO:0003700,GO:0006357
Anofun|LOC125760980	GO:0071014,GO:0005684
Anoste|protein2484	GO:0005635,GO:0034993,GO:0043495
Anoste|protein12629	GO:0004252
Anogam|LOC1280571	GO:0006367,GO:0005669
Anogam|LOC1272003	GO:0045197,GO:0019901,GO:0030054,GO:0016323,GO:0009790,GO:0099072,GO:0043113,GO:0043005,GO:0098839,GO:0031594,GO:0098609,GO:0097120,GO:0007268
Anoste|protein3080	GO:0008010,GO:0062129
Anogam|LOC1278243	GO:0030667,GO:0042421,GO:0042420,GO:0004500,GO:0006589,GO:0005615,GO:0005507
Anoste|protein2285	GO:0005783,GO:2000010,GO:0051131
Anoste|protein14400	GO:0000727,GO:0017116,GO:0042555,GO:0005524,GO:0005634,GO:0003677,GO:0003697,GO:0043138,GO:0006268,GO:1902975
Anogam|LOC1271868	GO:0016567,GO:0005737,GO:0071596,GO:0000151,GO:0061630
Anoalb|LOC118463613	GO:0006412,GO:0005840,GO:0003735
Anogam|LOC1269339	GO:0000175,GO:0005634,GO:0034477,GO:0004518
Anoalb|LOC118461633	GO:0099503
Anoalb|LOC118457742	GO:0006120,GO:0005747
Anoara|LOC120898898	GO:0005886,GO:0050839,GO:0005911,GO:0098609
Anoste|protein6143	GO:0070830,GO:0007023,GO:0016328,GO:0000226,GO:0007021,GO:0006457,GO:0048487,GO:0034333,GO:0005096
Anofun|LOC125765066	GO:0030688,GO:0030490,GO:0004521
Anoste|protein9744	GO:0048488
Anogam|LOC1280004	GO:0032040,GO:0034388,GO:0006364
Anogam|LOC1280967	GO:0000981,GO:0005634,GO:0000977,GO:0006357
Anoste|protein1004	GO:0001228,GO:0016602,GO:0000978,GO:0000981,GO:0005634,GO:0006357
Anoste|protein17465	GO:0002181,GO:0003735,GO:0022627,GO:0008270
Anoalb|LOC118456923	GO:0005675,GO:0006357,GO:0006281
Anofun|LOC125771950	GO:0019005,GO:0031146
Anoste|protein12974	GO:0003997,GO:0005504,GO:0005777,GO:0050660,GO:0071949,GO:0006631,GO:0033540,GO:0055088
Anoste|protein16624	GO:0140662
Anofun|LOC125767408	GO:0070573,GO:0006508
Anoalb|LOC118458689	GO:0030200,GO:0006027,GO:0016250
Anoalb|LOC118464475	GO:0043231,GO:0016310,GO:0005737,GO:0005739,GO:0006665,GO:0046512,GO:0046513,GO:0001727,GO:0017050,GO:0016020,GO:0004143,GO:0047620,GO:0001729
Anoste|protein8958	GO:0044255,GO:0052689,GO:0005739
Anoara|LOC120898468	GO:0001227,GO:0005634,GO:0000978,GO:0000122
Anoste|protein1877	GO:0008506,GO:0016020
Anoste|protein13625	GO:0004140,GO:0015937
Anoalb|LOC118459249	GO:0006120,GO:0005747
Anoalb|LOC118458282	GO:0033041,GO:0043025,GO:0030424,GO:0030425
Anoalb|LOC118456262	GO:0005615,GO:0031012
Anoalb|LOC118459594	GO:0140297,GO:0003713,GO:0005634,GO:0045944
Anoalb|LOC118457303	GO:0006355,GO:0016922,GO:0030374,GO:0032870,GO:0003713,GO:0005634,GO:0045944
Anofun|LOC125766939	GO:0007608,GO:0050911,GO:0005549,GO:0016020,GO:0005886,GO:0004984
Anoalb|LOC118460518	GO:0047545
Anoalb|LOC118457818	GO:0005509,GO:0001708,GO:0005615,GO:0005113,GO:0010468,GO:0007224
Anoalb|LOC118456981	GO:0002953,GO:0005737
Anoalb|LOC118469002	GO:0017196,GO:0004596,GO:0031416
Anoalb|LOC118468676	GO:0003700,GO:0006357
Anofun|LOC125768149	GO:0002161,GO:0005737,GO:0006399,GO:0051499,GO:0051500
Anoara|LOC120907058	GO:0015811,GO:0005774,GO:0015184,GO:0005765
Anogam|LOC1274797	GO:0008420,GO:0070940
Anoste|protein17403	GO:0005975,GO:0004553
Anoalb|LOC118463071	GO:0005886,GO:0035237,GO:0008528,GO:0007218
Anoste|protein6509	GO:0006177,GO:0005829,GO:0003921
Anoste|protein2475	GO:0090266,GO:0005680
Anoalb|LOC118466811	GO:0009408,GO:0051082,GO:0042026,GO:0005634,GO:0005737
Anoalb|LOC118465829	GO:0047710,GO:0006139
Anoalb|LOC118456733	GO:0008017,GO:0046600
Anoste|protein6325	GO:0006357,GO:0005634,GO:0000978,GO:0000981
Anofun|LOC125771088	GO:0000978,GO:0006357,GO:0000981
Anoste|protein13786	GO:0005615,GO:0005184,GO:0007218
Anoalb|LOC118466870	GO:0030544,GO:0060548,GO:0051879
Anoste|protein6047	GO:0005886
Anogam|LOC1280543	GO:0005634,GO:0080008,GO:0016567
Anogam|LOC1270135	GO:0005745,GO:0034982
Anogam|LOC1273081	GO:0005886,GO:0043410,GO:0004930,GO:0004989,GO:0071880
Anoste|protein5898	GO:0016020,GO:0005615,GO:0005737
Anogam|LOC1277386	GO:0005829,GO:0007266,GO:0005096,GO:0050770,GO:0008361
Anogam|LOC3290394	GO:0031021,GO:0005813,GO:0000930,GO:0000931,GO:0090307,GO:0051415,GO:0033566,GO:0005819
Anoalb|LOC118461104	GO:0016491
Anogam|LOC1271818	GO:0005886,GO:0006898,GO:0043235,GO:0016324,GO:0042562
Anoalb|LOC118463032	GO:0005829,GO:0022008
Anogam|LOC1281105	GO:0008138,GO:0005634,GO:0006470
Anogam|LOC1275087	GO:0005829,GO:0008240
Anoste|protein3399	GO:0006606
Anogam|LOC1280053	GO:0016042,GO:0005615,GO:0017171,GO:0016298
Anoalb|LOC118460052	GO:0006749,GO:0004364
Anoalb|LOC118464258	GO:0050660,GO:0000104,GO:0006121,GO:0005749,GO:0008177,GO:0009055
Anoste|protein10518	GO:1901006,GO:0044877,GO:0005739
Anoalb|LOC118465864	GO:0043025,GO:0008049,GO:0030424,GO:0030425,GO:0007635
Anoalb|LOC118465437	GO:0043066,GO:1902042
Anoste|protein16673	GO:0030182,GO:0009986
Anoste|protein6733	GO:0005930,GO:0070736,GO:0003341,GO:0015630,GO:0060271,GO:0018094
Anoalb|LOC118464782	GO:0015937,GO:0004140
Anogam|LOC133392767	GO:0042796,GO:0042795,GO:0045945
Anofun|LOC125767382	GO:0031012,GO:0005615
Anoste|protein1211	GO:0016020
Anoara|LOC120893880	GO:0005737,GO:0016020,GO:0005044
Anoalb|LOC118460611	GO:0003995,GO:0046359,GO:0004085,GO:0005739,GO:0033539
Anoste|protein5113	GO:0005737,GO:0005634,GO:0000055,GO:0043023
Anofun|LOC125769910	GO:0061630,GO:0006511
Anogam|LOC1270385	GO:0005634
Anofun|LOC125763260	GO:0005615
Anoste|protein5827	GO:0007017,GO:0005874
Anoalb|LOC118458202	GO:0005516
Anoalb|LOC118459692	GO:0005634,GO:0006282,GO:0005737,GO:0005975,GO:0004649,GO:1990966,GO:0009225
Anoste|protein3221	GO:0005737,GO:0016020,GO:0005044
Anoste|protein8	GO:0006749,GO:0004364
Anogam|LOC1272420	GO:0007608,GO:0005615
Anoalb|LOC118467185	GO:0043231,GO:0000045,GO:1990756,GO:0000423,GO:0080008
Anogam|LOC1277103	GO:0046964,GO:0000139,GO:0005789,GO:0055085,GO:0022857,GO:0046963
Anogam|LOC1279149	GO:0004809,GO:0008033,GO:0016423,GO:0002940,GO:0005634,GO:0003723
Anoalb|LOC118460445	GO:0007160,GO:0007229,GO:0030055,GO:0005178
Anofun|LOC125767904	GO:0004181,GO:0005615,GO:0006508
Anoalb|LOC118460508	GO:0035331,GO:0005886
Anoalb|LOC118463063	GO:0036066,GO:0046922
Anofun|LOC125764782	GO:0005576
Anoalb|LOC118461692	GO:0006913,GO:0005643,GO:0000055,GO:0017056,GO:0000056,GO:0006606,GO:0006406
Anoara|LOC120900173	GO:0099044,GO:0005789,GO:0031902,GO:0005765,GO:0140284
Anoalb|LOC118456993	GO:0008010,GO:0062129,GO:0040003
Anoalb|LOC118462514	GO:0019408,GO:0043048,GO:0045547,GO:0006486,GO:0005789,GO:1904423
Anogam|LOC1273032	GO:0005525
Anoste|protein12386	GO:0016020
Anoste|protein2278	GO:0005634,GO:0072686,GO:0005876,GO:0051231,GO:0090307,GO:0008574
Anoste|protein13706	GO:0051537,GO:0005741,GO:0010506
Anoste|protein11977	GO:0004620,GO:0006644
Anoste|protein6128	GO:0005615,GO:0017171,GO:0016042,GO:0016298
Anoalb|LOC118458057	GO:0005975,GO:0016231,GO:0030203,GO:0004563,GO:0006517,GO:0005886,GO:0016020
Anofun|LOC125766557	GO:0046527,GO:0006493,GO:0035252,GO:0045747,GO:0012505,GO:0035251
Anogam|LOC133393385	GO:0006596,GO:0005737,GO:0033387,GO:0004586
Anoalb|LOC118462747	GO:0015935,GO:0006412,GO:0003735,GO:0005763
Anoalb|LOC118464723	GO:0006376,GO:0003729,GO:0005685
Anoalb|LOC118462530	GO:0061630,GO:0043161,GO:0000209
Anoalb|LOC118464572	GO:0003700
Anoalb|LOC118457703	GO:0009086,GO:0008898,GO:0033528
Anoste|protein4818	GO:0015232,GO:0016020,GO:0097037,GO:0020037,GO:0051184
Anogam|LOC1271808	GO:0008061,GO:0005576,GO:0004568,GO:0006032
Anogam|LOC1281528	GO:0016597,GO:0000052,GO:0016403,GO:0006525,GO:0045429
Anoara|LOC120895616	GO:0004674,GO:0043484,GO:0006468,GO:0005634
Anoste|protein9578	GO:0005543,GO:0097320,GO:0005886,GO:0030100,GO:0005768,GO:0007010,GO:0005737
Anoara|LOC120897302	GO:0005576
Anogam|LOC1281173	GO:0008233,GO:0030145,GO:0070006,GO:0005737,GO:0019538,GO:0006508
Anogam|LOC1269625	GO:0005789,GO:0140560,GO:0016266,GO:0035252
Anofun|LOC125766199	GO:0070370,GO:0005829,GO:0003714,GO:0005634
Anofun|LOC125761411	GO:0005615,GO:0007608
Anoalb|LOC118461292	GO:0004222,GO:0006508,GO:0005886,GO:0016485
Anoalb|LOC118466837	GO:0045944,GO:0005634,GO:0010468
Anoste|protein1368	GO:0006123,GO:0030234,GO:0005743,GO:0005751
Anofun|LOC125765235	GO:1902936,GO:0016020
Anoalb|LOC118457193	GO:0005654,GO:0003723
Anoste|protein2094	GO:0022625,GO:0000463,GO:0003723,GO:0003735
Anoalb|LOC118465875	GO:0007166,GO:0007173,GO:0005154,GO:0048018
Anogam|LOC1268291	GO:0006788,GO:0004392
Anoalb|LOC118459573	GO:0090263,GO:0000209,GO:0005634,GO:0005737,GO:0034450
Anoalb|LOC118456639	GO:0003723,GO:0006364
Anoalb|LOC118456907	GO:0016020,GO:0055064,GO:0055075,GO:0015377,GO:0006884,GO:1902476,GO:0006811,GO:0015379
Anoalb|LOC118460410	GO:0005634,GO:0042799
Anoste|protein8799	GO:0005313,GO:0015813,GO:0005886,GO:0015175,GO:0015501
Anoste|protein7651	GO:0005886
Anogam|LOC1269887	GO:0006508,GO:0004252
Anogam|LOC1269576	GO:0005634,GO:0005737,GO:0051726
Anoalb|LOC118461614	GO:0006506,GO:0000030,GO:0005789,GO:0000009,GO:0031501,GO:0004376
Anoara|LOC120897248	GO:0051731,GO:0006396,GO:0005634,GO:0000448
Anoalb|LOC118461229	GO:0004152,GO:0005743,GO:0009220,GO:0006207
Anogam|LOC1274251	GO:0016020,GO:0055085
Anogam|LOC1277687	GO:0006429,GO:0000166,GO:0005524,GO:0004823
Anoalb|LOC118459687	GO:0030425,GO:0008049,GO:0007635,GO:0043025,GO:0030424
Anogam|LOC1272430	GO:0005737,GO:0016887
Anoalb|LOC118458868	GO:1990071,GO:0048193,GO:0006891,GO:0034498
Anoalb|LOC118457995	GO:0032504,GO:0005615
Anoalb|LOC118461675	GO:0000976,GO:0006357,GO:0000981
Anoalb|LOC118463655	GO:0005886,GO:0030971,GO:0019901,GO:0007169
Anoste|protein13159	GO:0005886,GO:0030659,GO:0016020
Anoalb|LOC118462734	GO:0006979,GO:0004601
Anoalb|LOC118460967	GO:0005737,GO:0042594,GO:0006914
Anogam|LOC1273003	GO:0005730,GO:0032040,GO:0000462
Anoalb|LOC118460538	GO:0043928,GO:0000176,GO:0071028,GO:0000177,GO:0071038,GO:0071035,GO:0034473,GO:0016075,GO:0034427,GO:0034475,GO:0035925,GO:0034476,GO:0000467
Anofun|LOC125769334	GO:0101030,GO:0006400
Anoste|protein12470	GO:0006744,GO:0010420,GO:0008168,GO:0005739
Anoalb|LOC118463683	GO:0031012,GO:0007155
Anofun|LOC125769510	GO:0019005,GO:0031146
Anoste|protein8172	GO:0016020
Anogam|LOC1277115	GO:0005737
Anoalb|LOC118467341	GO:0005886,GO:0016020,GO:0006517,GO:0030203,GO:0016231,GO:0004563,GO:0005975
Anoalb|LOC118458277	GO:0016020,GO:1902936
Anoalb|LOC118456297	GO:0005886,GO:0009755,GO:0007190,GO:0007189,GO:0008528
Anoste|protein11717	GO:0007052,GO:0003777,GO:0007018,GO:0051231,GO:0005875
Anoalb|LOC118468304	GO:0004822,GO:0006428,GO:0032543,GO:0005739
Anoalb|LOC118458026	GO:0004642,GO:0005737,GO:0006164
Anogam|LOC1282066	GO:0046416,GO:0019478,GO:0071949,GO:0005737,GO:0003884
Anogam|LOC4578207	GO:0048188
Anofun|LOC125775116	GO:1902476,GO:0005886,GO:0005254
Anoste|protein11532	GO:0071782,GO:0016020,GO:0071786,GO:0005881,GO:0008017,GO:0005789
Anogam|LOC11175863	GO:0042277,GO:0008270,GO:0043171,GO:0016020,GO:0070006,GO:0005737,GO:0006508,GO:0005615
Anoste|protein18049	GO:0006303,GO:0042162,GO:0043564,GO:0000723,GO:0003690
Anoalb|LOC118465661	GO:0016592,GO:0006357,GO:0070847,GO:0000978,GO:0003712
Anoste|protein6158	GO:0007165,GO:0016020,GO:0005525
Anoste|protein14584	GO:0005544,GO:0032509,GO:0012506,GO:0005886,GO:0005634,GO:0005737,GO:0001786
