Anogam|LOC1270064	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)
Anogam|LOC1277553	GO:0006364(InterPro)|GO:0016740(InterPro)|GO:0030490(PANTHER)|GO:0106388(InterPro)
Anoalb|LOC118460837	GO:0005681(PANTHER)
Anofun|LOC125760827	GO:0000139(InterPro)|GO:0005789(PANTHER)|GO:0006506(PANTHER)
Anoste|protein4694	-
Anoste|protein4380	-
Anoste|protein16674	GO:0005634(PANTHER)|GO:0016973(PANTHER)
Anoste|protein2159	-
Anogam|LOC3290789	-
Anoalb|LOC118464813	-
Anoste|protein9328	-
Anoste|protein4625	GO:0000812(PANTHER)|GO:0006338(PANTHER)|GO:0016887(PANTHER)|GO:0042393(PANTHER)|GO:0043486(PANTHER)
Anoste|protein5071	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0007417(PANTHER)|GO:0007420(PANTHER)|GO:0030182(PANTHER)
Anoalb|LOC118467907	GO:0005886(PANTHER)|GO:0007218(PANTHER)|GO:0008188(PANTHER)
Anogam|LOC1269732	GO:0002020(PANTHER)|GO:0002090(PANTHER)|GO:0005886(PANTHER)|GO:0016600(PANTHER)|GO:0031410(PANTHER)|GO:0045807(PANTHER)|GO:0070528(PANTHER)|GO:0072659(PANTHER)|GO:1901890(PANTHER)|GO:2000049(PANTHER)
Anoalb|LOC118467759	GO:0005741(PANTHER)|GO:0016020(InterPro)
Anoalb|LOC118465730	GO:0016567(PANTHER)|GO:0032436(PANTHER)|GO:0046330(PANTHER)|GO:0061630(PANTHER)
Anoste|protein160	GO:0002058(PANTHER)|GO:0005829(PANTHER)|GO:0006210(PANTHER)|GO:0006212(PANTHER)|GO:0017113(PANTHER)|GO:0050661(PANTHER)
Anoste|protein8413	GO:0007155(PANTHER)|GO:0007155(InterPro)|GO:0016020(InterPro)|GO:0042246(InterPro)
Anoste|protein13798	GO:0004252(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoste|protein8352	GO:0015031(InterPro)|GO:0016020(InterPro)
Anoalb|LOC118461299	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anogam|LOC1269867	GO:0005737(PANTHER)|GO:0006520(InterPro)|GO:0016831(InterPro)|GO:0016831(PANTHER)
Anofun|LOC125769306	GO:0003723(InterPro)
Anogam|LOC1269294	GO:0005634(PANTHER)
Anoalb|LOC118456382	GO:0003712(PANTHER)|GO:0016592(PANTHER)|GO:0045893(PANTHER)
Anogam|LOC133393240	-
Anogam|LOC5668239	GO:0005737(PANTHER)
Anoste|protein10051	GO:0005085(PANTHER)|GO:0005737(PANTHER)
Anoara|LOC120894648	GO:0005680(InterPro)|GO:0005680(PANTHER)|GO:0031145(PANTHER)|GO:0045842(PANTHER)|GO:0070979(PANTHER)
Anoste|protein12869	GO:0004222(PANTHER)|GO:0005615(PANTHER)|GO:0030198(PANTHER)|GO:0030574(PANTHER)
Anoalb|LOC118458290	GO:0004660(PANTHER)|GO:0005965(PANTHER)|GO:0008318(InterPro)|GO:0018342(PANTHER)|GO:0018343(PANTHER)
Anogam|LOC1274755	-
Anogam|LOC1271496	-
Anoalb|LOC118468957	-
Anofun|LOC125767482	GO:0004826(InterPro)|GO:0004826(PANTHER)|GO:0006432(InterPro)
Anoalb|LOC118461891	GO:0004301(PANTHER)|GO:0097176(PANTHER)
Anoalb|LOC118461594	GO:0006811(InterPro)|GO:0006884(PANTHER)|GO:0008511(PANTHER)|GO:0015377(InterPro)|GO:0015379(PANTHER)|GO:0016020(InterPro)|GO:0035725(PANTHER)|GO:0055064(PANTHER)|GO:0055075(PANTHER)|GO:0055078(PANTHER)|GO:1902476(PANTHER)|GO:1990573(PANTHER)
Anogam|LOC1281749	-
Anogam|LOC1271108	GO:0005777(PANTHER)|GO:0035336(PANTHER)|GO:0043231(PANTHER)|GO:0080019(PANTHER)|GO:0080019(InterPro)
Anoalb|LOC118461044	GO:0060170(PANTHER)|GO:0097500(PANTHER)|GO:0097730(PANTHER)|GO:1905515(PANTHER)
Anoste|protein5772	GO:0000902(PANTHER)|GO:0016477(PANTHER)|GO:0030031(PANTHER)|GO:0030866(PANTHER)|GO:0031209(PANTHER)|GO:0048812(PANTHER)
Anofun|LOC125768818	-
Anoalb|LOC118468375	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoalb|LOC118457003	GO:0005432(PANTHER)|GO:0015491(PANTHER)|GO:0016020(PANTHER)|GO:0030001(PANTHER)|GO:0030424(PANTHER)|GO:0035725(PANTHER)|GO:0042383(PANTHER)|GO:0098703(PANTHER)|GO:0098794(PANTHER)
Anoalb|LOC118462054	GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)
Anofun|LOC125772748	GO:0005869(PANTHER)|GO:0005869(InterPro)
Anogam|LOC4577120	GO:0004672(PANTHER)|GO:0005634(PANTHER)|GO:0007094(PANTHER)|GO:0007094(InterPro)|GO:0051754(PANTHER)
Anoste|protein17666	GO:0004491(InterPro)|GO:0004491(PANTHER)|GO:0005739(PANTHER)|GO:0006210(PANTHER)|GO:0006574(PANTHER)
Anoste|protein12082	-
Anoste|protein1875	GO:0030991(PANTHER)|GO:0035721(PANTHER)|GO:0061512(PANTHER)
Anogam|LOC133393867	GO:0015918(InterPro)|GO:0015918(PANTHER)|GO:0032934(InterPro)|GO:0032934(PANTHER)
Anoalb|LOC118463402	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005829(PANTHER)|GO:0016192(InterPro)|GO:0030139(PANTHER)|GO:0031267(PANTHER)
Anogam|LOC11175965	GO:0034464(InterPro)|GO:0034464(PANTHER)|GO:0060271(InterPro)|GO:0097500(PANTHER)
Anogam|LOC1279967	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anogam|LOC1281553	GO:0005622(PANTHER)|GO:0030170(PANTHER)|GO:0030170(InterPro)
Anoste|protein1715	GO:0000118(PANTHER)|GO:0004407(PANTHER)|GO:0016575(PANTHER)|GO:0040029(PANTHER)
Anofun|LOC125766939	GO:0004984(PANTHER)|GO:0004984(InterPro)|GO:0005549(InterPro)|GO:0005886(PANTHER)|GO:0007608(InterPro)|GO:0016020(InterPro)|GO:0050911(PANTHER)
Anofun|LOC125767322	GO:0035332(PANTHER)|GO:0098592(PANTHER)
Anoalb|LOC118464998	GO:0004842(PANTHER)|GO:0016567(PANTHER)
Anogam|LOC1273451	GO:0071944(PANTHER)
Anoste|protein223	-
Anogam|LOC1276717	GO:0005667(PANTHER)|GO:0006357(PANTHER)|GO:0010628(PANTHER)|GO:0016592(PANTHER)
Anogam|LOC1278830	GO:0016887(PANTHER)
Anoalb|LOC118462016	GO:0000146(PANTHER)|GO:0004674(PANTHER)|GO:0018105(PANTHER)|GO:0030832(PANTHER)
Anogam|LOC1280517	GO:0005094(InterPro)|GO:0005094(PANTHER)|GO:0005515(InterPro)|GO:0005737(InterPro)|GO:0005829(PANTHER)|GO:0007266(PANTHER)|GO:0007266(InterPro)|GO:0016020(PANTHER)
Anoalb|LOC118465903	GO:0003713(PANTHER)|GO:0008134(PANTHER)|GO:0016592(PANTHER)|GO:0045944(PANTHER)
Anoalb|LOC118468716	GO:0009249(PANTHER)|GO:0033819(PANTHER)
Anoalb|LOC118466974	GO:0005656(PANTHER)|GO:0006261(PANTHER)|GO:0006364(PANTHER)|GO:0120330(PANTHER)
Anoste|protein8949	GO:0005096(PANTHER)|GO:0007264(PANTHER)
Anogam|LOC1274463	GO:0005085(InterPro)|GO:0005085(PANTHER)|GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0007264(InterPro)|GO:0007520(PANTHER)|GO:0016477(PANTHER)|GO:0031267(PANTHER)
Anoste|protein3184	GO:0004857(PANTHER)|GO:0005737(PANTHER)|GO:0019208(PANTHER)
Anofun|LOC125769715	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
Anogam|LOC1273157	GO:0000014(PANTHER)|GO:0000110(PANTHER)|GO:0000712(PANTHER)|GO:0000724(PANTHER)|GO:0003684(PANTHER)|GO:0003697(PANTHER)|GO:1901255(PANTHER)
Anoalb|LOC118459940	GO:0005737(PANTHER)|GO:0005739(PANTHER)
Anofun|LOC125770484	-
Anoalb|LOC118467549	GO:0005783(PANTHER)|GO:0005794(PANTHER)|GO:0005886(PANTHER)|GO:0016020(InterPro)
Anoalb|LOC118457329	GO:0016405(PANTHER)
Anogam|LOC1270458	GO:0005886(PANTHER)|GO:0019991(InterPro)
Anoalb|LOC118463808	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
Anoste|protein16019	GO:0005886(PANTHER)|GO:0006810(PANTHER)|GO:0010960(InterPro)|GO:0022857(PANTHER)
Anoste|protein595	-
Anogam|LOC1269610	GO:0005768(PANTHER)
Anoalb|LOC118467567	GO:0000786(InterPro)|GO:0003677(InterPro)|GO:0030527(InterPro)
Anofun|LOC125768650	-
Anoste|protein15583	GO:0006935(PANTHER)|GO:0008017(PANTHER)|GO:0023041(PANTHER)|GO:0023041(InterPro)|GO:0030867(InterPro)|GO:0030867(PANTHER)|GO:0031965(PANTHER)
Anoste|protein15964	-
Anoalb|LOC118458670	GO:0005886(PANTHER)|GO:0016020(PANTHER)|GO:0043652(PANTHER)|GO:0070782(PANTHER)|GO:1902742(PANTHER)
Anoste|protein17183	-
Anoalb|LOC118456502	GO:0004089(InterPro)|GO:0006730(PANTHER)|GO:0008270(InterPro)|GO:0016836(PANTHER)
Anoste|protein8694	GO:0002181(PANTHER)|GO:0003735(PANTHER)|GO:0003735(InterPro)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0019843(InterPro)|GO:0022625(PANTHER)
Anoalb|LOC118459292	GO:0005113(PANTHER)|GO:0005886(PANTHER)|GO:0005929(PANTHER)|GO:0007224(PANTHER)|GO:0007389(PANTHER)|GO:0007417(PANTHER)|GO:0030425(PANTHER)|GO:0071679(PANTHER)
Anogam|LOC5667921	GO:0000493(InterPro)|GO:0000493(PANTHER)|GO:0003723(PANTHER)|GO:0003723(InterPro)|GO:0005732(PANTHER)|GO:0005732(InterPro)|GO:0042254(InterPro)|GO:0042254(PANTHER)
Anoalb|LOC118457827	GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0006879(PANTHER)
Anofun|LOC125769993	GO:0005615(PANTHER)|GO:0005769(PANTHER)|GO:0005886(PANTHER)|GO:0006826(PANTHER)|GO:0055037(PANTHER)
Anoste|protein8443	-
Anogam|LOC1281319	-
Anoara|LOC120895132	GO:0005178(PANTHER)|GO:0007160(PANTHER)|GO:0007229(PANTHER)|GO:0008305(PANTHER)|GO:0009897(PANTHER)|GO:0033627(PANTHER)|GO:0098609(PANTHER)
Anoste|protein14237	GO:0005777(PANTHER)|GO:0035336(PANTHER)|GO:0043231(PANTHER)|GO:0080019(PANTHER)|GO:0080019(InterPro)
Anoste|protein12668	GO:0000028(PANTHER)|GO:0000462(PANTHER)|GO:0032040(PANTHER)|GO:0034388(PANTHER)
Anoalb|LOC118460568	-
Anofun|LOC125770602	-
Anoara|LOC120901778	GO:0000122(PANTHER)|GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0003700(InterPro)|GO:0005634(PANTHER)|GO:0006355(PANTHER)
Anoara|LOC120899559	GO:0000045(PANTHER)|GO:0000407(PANTHER)|GO:0000422(PANTHER)|GO:0004674(InterPro)|GO:0004674(PANTHER)|GO:0005737(PANTHER)|GO:0005776(PANTHER)|GO:0005829(PANTHER)|GO:0010506(PANTHER)|GO:0010506(InterPro)|GO:0010508(PANTHER)|GO:0016020(PANTHER)|GO:0018105(PANTHER)|GO:0034045(PANTHER)|GO:0034727(PANTHER)|GO:0042594(PANTHER)|GO:0046777(PANTHER)|GO:0048675(PANTHER)|GO:0061709(PANTHER)
Anoste|protein2486	-
Anoste|protein9366	-
Anogam|LOC1281522	GO:0005198(PANTHER)|GO:0005634(PANTHER)|GO:0005829(PANTHER)|GO:0006511(PANTHER)|GO:0008541(PANTHER)
Anogam|LOC1277037	GO:0016020(PANTHER)|GO:0042626(PANTHER)|GO:0055085(PANTHER)
Anoara|LOC120905605	GO:0004445(InterPro)|GO:0004445(PANTHER)|GO:0046855(PANTHER)|GO:0048016(PANTHER)
Anoara|LOC120900864	GO:0000398(InterPro)|GO:0000481(PANTHER)|GO:0045292(PANTHER)|GO:0046540(PANTHER)
Anogam|LOC1280047	GO:0005634(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0016226(PANTHER)|GO:0031071(PANTHER)
Anoste|protein18413	GO:0005829(PANTHER)|GO:0043248(InterPro)
Anogam|LOC1277464	GO:0000978(PANTHER)|GO:0010468(PANTHER)|GO:0031490(PANTHER)|GO:0044666(PANTHER)|GO:0071557(PANTHER)|GO:0071558(PANTHER)
Anogam|LOC1280202	GO:0032589(PANTHER)|GO:0050808(PANTHER)
Anoalb|LOC118465661	GO:0000978(PANTHER)|GO:0003712(InterPro)|GO:0003712(PANTHER)|GO:0006357(InterPro)|GO:0006357(PANTHER)|GO:0016592(InterPro)|GO:0016592(PANTHER)|GO:0070847(PANTHER)
Anofun|LOC125769510	GO:0019005(PANTHER)|GO:0031146(PANTHER)
Anogam|LOC1275513	GO:0005634(PANTHER)|GO:0008168(PANTHER)
Anofun|LOC125769248	GO:0003729(PANTHER)|GO:0004521(PANTHER)|GO:0005634(PANTHER)|GO:0036464(PANTHER)|GO:0090502(PANTHER)
Anoalb|LOC118462600	GO:0031462(PANTHER)
Anoara|LOC120903697	GO:0004198(InterPro)|GO:0005737(PANTHER)|GO:0006508(InterPro)
Anoara|LOC120900541	GO:0004674(PANTHER)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0030036(PANTHER)
Anoste|protein1379	GO:0005739(PANTHER)|GO:0032049(PANTHER)|GO:0043337(PANTHER)|GO:0046474(PANTHER)
Anoalb|LOC118461289	GO:0005509(InterPro)|GO:0005509(PANTHER)
Anoara|LOC120902482	-
Anoalb|LOC118462536	GO:0000977(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0010468(PANTHER)|GO:0034972(PANTHER)
Anoste|protein11423	GO:0005524(InterPro)|GO:0005829(PANTHER)|GO:0016226(InterPro)|GO:0016226(PANTHER)|GO:0051536(PANTHER)|GO:0051536(InterPro)|GO:0140663(InterPro)
Anoalb|LOC118468858	GO:0004862(InterPro)|GO:0006469(InterPro)
Anoste|protein7171	GO:0016020(PANTHER)|GO:0042626(PANTHER)|GO:0055085(PANTHER)
Anoste|protein8156	-
Anoara|LOC120893243	-
Anogam|LOC1272688	GO:0004222(PANTHER)|GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0043171(PANTHER)|GO:0051603(PANTHER)
Anoalb|LOC118467556	-
Anogam|LOC1276154	GO:0000724(PANTHER)|GO:0004842(PANTHER)|GO:0005634(PANTHER)|GO:0006281(InterPro)|GO:0030915(PANTHER)|GO:0030915(InterPro)
Anogam|LOC1270086	GO:0005739(PANTHER)|GO:0005829(PANTHER)|GO:0045454(PANTHER)
Anoalb|LOC118464378	GO:0005886(PANTHER)|GO:0006570(PANTHER)|GO:0016491(PANTHER)
Anoste|protein9496	GO:0005737(PANTHER)|GO:0061657(InterPro)|GO:0071568(PANTHER)|GO:0071569(InterPro)|GO:1990592(PANTHER)
Anogam|LOC1270883	GO:0004222(InterPro)|GO:0004222(PANTHER)|GO:0005789(InterPro)|GO:0005789(PANTHER)|GO:0071586(InterPro)|GO:0071586(PANTHER)
Anoara|LOC120893550	-
Anofun|LOC125764209	-
Anoalb|LOC118468670	GO:0010468(PANTHER)|GO:0010468(InterPro)|GO:0032783(PANTHER)
Anoalb|LOC118461430	GO:0000407(PANTHER)|GO:0016236(PANTHER)|GO:0043130(PANTHER)
Anoalb|LOC118459837	GO:0005385(PANTHER)|GO:0006882(PANTHER)|GO:0071577(PANTHER)
Anoste|protein7525	GO:0004829(PANTHER)|GO:0005739(PANTHER)|GO:0006435(PANTHER)
Anoste|protein17264	GO:0005615(PANTHER)|GO:0032504(PANTHER)
Anoalb|LOC118467099	GO:0016604(PANTHER)|GO:0031053(PANTHER)
Anoste|protein8800	-
Anoara|LOC120903195	GO:0000122(PANTHER)|GO:0000978(PANTHER)|GO:0001228(PANTHER)|GO:0005634(PANTHER)|GO:0007420(PANTHER)|GO:0030154(PANTHER)|GO:0030182(PANTHER)|GO:0045944(PANTHER)
Anoste|protein17410	-
Anoalb|LOC118467753	GO:0004672(PANTHER)
Anogam|LOC1281903	-
Anogam|LOC1275488	GO:0001764(PANTHER)|GO:0016020(PANTHER)|GO:0031410(PANTHER)
Anoalb|LOC118468399	GO:0016020(PANTHER)|GO:0022857(PANTHER)|GO:0055085(PANTHER)
Anoalb|LOC118457532	GO:0000014(PANTHER)|GO:0004519(PANTHER)|GO:0004521(PANTHER)|GO:0005634(PANTHER)|GO:0005743(PANTHER)|GO:0006309(PANTHER)
Anoalb|LOC118465567	GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0008440(PANTHER)|GO:0016301(InterPro)|GO:0016301(PANTHER)|GO:0032958(InterPro)|GO:0032958(PANTHER)|GO:0051765(PANTHER)
Anoalb|LOC118466716	GO:0000398(InterPro)|GO:0003723(PANTHER)|GO:0008380(PANTHER)|GO:0071011(PANTHER)
Anoalb|LOC118458514	GO:0004382(PANTHER)|GO:0005509(InterPro)|GO:0017110(InterPro)|GO:0030166(PANTHER)|GO:0045134(PANTHER)
Anoalb|LOC118458780	GO:0007635(PANTHER)|GO:0008049(PANTHER)|GO:0030424(PANTHER)|GO:0030425(PANTHER)|GO:0043025(PANTHER)
Anoalb|LOC118463395	GO:0044458(PANTHER)|GO:0070286(PANTHER)|GO:0070286(InterPro)
Anoste|protein1121	GO:0004856(PANTHER)|GO:0005829(PANTHER)|GO:0005997(PANTHER)|GO:0016310(PANTHER)
Anofun|LOC125771639	GO:0005886(PANTHER)|GO:0006196(PANTHER)|GO:0008253(PANTHER)|GO:0009166(InterPro)|GO:0016787(InterPro)
Anoalb|LOC118467586	-
Anoalb|LOC118457067	-
Anoste|protein7230	GO:0005112(PANTHER)
Anoste|protein15121	GO:0008083(InterPro)
Anoalb|LOC118457680	GO:0005737(PANTHER)|GO:0007015(PANTHER)|GO:0015629(PANTHER)|GO:0016020(PANTHER)|GO:0051015(PANTHER)
Anoalb|LOC118465568	GO:0000977(PANTHER)|GO:0000981(PANTHER)|GO:0005634(PANTHER)|GO:0006357(PANTHER)|GO:0051960(PANTHER)
Anoalb|LOC118456595	-
Anoara|LOC120900165	GO:0000381(PANTHER)|GO:0003723(InterPro)|GO:0003723(PANTHER)|GO:0005686(PANTHER)|GO:0045292(InterPro)|GO:0071004(PANTHER)|GO:0071013(PANTHER)
Anoalb|LOC118468622	GO:0007064(PANTHER)|GO:0031415(PANTHER)
Anogam|LOC1281447	GO:0000132(PANTHER)|GO:0005819(PANTHER)|GO:0061172(PANTHER)
Anoalb|LOC118467699	-
Anoara|LOC120905100	GO:0008194(PANTHER)
Anoalb|LOC118457538	GO:0016491(PANTHER)|GO:0016671(InterPro)
Anoalb|LOC118457313	GO:0005654(PANTHER)|GO:0005739(PANTHER)|GO:0045296(PANTHER)
Anogam|LOC1278459	GO:0016191(PANTHER)|GO:0098793(PANTHER)|GO:0098978(PANTHER)
Anoste|protein14553	GO:0004730(PANTHER)|GO:0005737(PANTHER)|GO:0016798(PANTHER)
Anoste|protein7055	GO:0003810(PANTHER)|GO:0018149(PANTHER)
Anoste|protein2082	GO:0005737(PANTHER)|GO:0016757(PANTHER)|GO:0070085(PANTHER)
Anoalb|LOC118456202	GO:0003899(InterPro)|GO:0006351(InterPro)|GO:0032549(InterPro)
Anoalb|LOC118466374	GO:0003735(InterPro)|GO:0005739(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)|GO:0008097(PANTHER)
Anoalb|LOC118464548	GO:0001755(PANTHER)|GO:0005886(PANTHER)|GO:0007411(PANTHER)|GO:0030215(PANTHER)|GO:0030215(InterPro)|GO:0030335(PANTHER)|GO:0045499(PANTHER)|GO:0050919(PANTHER)|GO:0071526(PANTHER)
Anoalb|LOC118465620	GO:0008010(PANTHER)|GO:0040003(PANTHER)|GO:0062129(PANTHER)
Anogam|LOC1276331	GO:0001510(InterPro)|GO:0005634(PANTHER)|GO:0005737(PANTHER)|GO:0008171(InterPro)|GO:0008171(PANTHER)|GO:0008173(InterPro)|GO:0008173(PANTHER)|GO:0030422(PANTHER)|GO:0034587(PANTHER)
Anoalb|LOC118467263	GO:0030297(PANTHER)|GO:0043195(PANTHER)|GO:0043410(PANTHER)
Anogam|LOC5667430	-
Anogam|LOC3291629	GO:0005737(PANTHER)
Anogam|LOC1281489	GO:0005096(PANTHER)|GO:0005737(PANTHER)|GO:0051056(PANTHER)
Anogam|LOC1279675	GO:0006886(PANTHER)|GO:0006888(PANTHER)|GO:0006890(PANTHER)|GO:0006891(PANTHER)|GO:0030126(PANTHER)
Anoalb|LOC118465162	GO:0000127(PANTHER)|GO:0006383(PANTHER)|GO:0006383(InterPro)
Anoste|protein14246	GO:0106370(InterPro)
Anogam|LOC1280261	GO:0004842(PANTHER)|GO:0004842(InterPro)|GO:0005737(PANTHER)|GO:0051603(PANTHER)
Anogam|LOC1280584	-
Anoste|protein9675	GO:0005615(PANTHER)|GO:0009887(PANTHER)|GO:0036122(PANTHER)|GO:0038098(PANTHER)|GO:0048018(PANTHER)
Anofun|LOC125769434	GO:0004142(PANTHER)|GO:0004307(PANTHER)|GO:0005789(PANTHER)|GO:0005794(PANTHER)|GO:0006646(PANTHER)
Anoalb|LOC118461833	GO:0003735(InterPro)|GO:0005762(PANTHER)|GO:0005840(InterPro)|GO:0006412(InterPro)
Anoalb|LOC118463387	GO:0004993(PANTHER)|GO:0005886(PANTHER)|GO:0007187(PANTHER)|GO:0007197(PANTHER)|GO:0007268(PANTHER)|GO:0016907(PANTHER)|GO:0030425(PANTHER)|GO:0030594(PANTHER)|GO:0045202(PANTHER)
Anoara|LOC120906075	GO:0006865(InterPro)|GO:0015173(PANTHER)|GO:0015180(PANTHER)|GO:0015190(PANTHER)|GO:0015823(PANTHER)|GO:0016323(PANTHER)|GO:0016324(PANTHER)|GO:1903801(PANTHER)|GO:1904273(PANTHER)
Anogam|LOC4578411	GO:0016020(PANTHER)|GO:0030246(InterPro)
Anogam|LOC1277180	GO:0005615(PANTHER)|GO:0031012(PANTHER)
Anoalb|LOC118467801	GO:0005789(PANTHER)|GO:0009922(PANTHER)|GO:0009922(InterPro)|GO:0016020(InterPro)|GO:0019367(PANTHER)|GO:0030148(PANTHER)|GO:0034625(PANTHER)|GO:0034626(PANTHER)|GO:0042761(PANTHER)
Anoalb|LOC118462837	-
Anogam|LOC1277674	GO:0005096(InterPro)|GO:0005096(PANTHER)|GO:0005789(PANTHER)|GO:0006888(PANTHER)|GO:0016192(InterPro)|GO:0043547(InterPro)
Anogam|LOC1273452	GO:0030042(PANTHER)|GO:0030864(PANTHER)|GO:0040011(PANTHER)|GO:0045214(PANTHER)|GO:0051015(PANTHER)
Anofun|LOC125768326	-
Anoara|LOC120903846	GO:0005736(PANTHER)|GO:0006352(InterPro)|GO:0006362(PANTHER)
Anogam|LOC1281077	GO:0005545(PANTHER)|GO:0005547(PANTHER)|GO:0005811(PANTHER)|GO:0032266(PANTHER)|GO:0043325(PANTHER)|GO:0140042(PANTHER)
Anoalb|LOC118457867	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoalb|LOC118467581	GO:0005385(PANTHER)|GO:0005886(PANTHER)|GO:0016020(PANTHER)|GO:0071577(PANTHER)
Anogam|LOC1269965	GO:0005886(PANTHER)|GO:0006196(PANTHER)|GO:0008253(PANTHER)|GO:0009166(InterPro)|GO:0016787(InterPro)
Anogam|LOC1269920	GO:0000049(PANTHER)|GO:0005634(PANTHER)|GO:0005654(PANTHER)|GO:0005739(PANTHER)|GO:0009019(PANTHER)|GO:0070131(PANTHER)|GO:0097745(PANTHER)
Anoste|protein16416	-
Anoalb|LOC118458189	GO:0005267(InterPro)|GO:0005886(PANTHER)|GO:0015271(PANTHER)|GO:0016020(InterPro)|GO:0022841(PANTHER)|GO:0030322(PANTHER)|GO:0071805(PANTHER)|GO:0071805(InterPro)
Anogam|LOC1270645	GO:0000266(PANTHER)|GO:0003924(PANTHER)|GO:0005737(PANTHER)|GO:0005758(PANTHER)|GO:0005874(PANTHER)|GO:0006897(PANTHER)|GO:0008017(PANTHER)|GO:0008053(PANTHER)|GO:0016020(PANTHER)|GO:0016559(PANTHER)|GO:0031966(PANTHER)|GO:0048312(PANTHER)
Anogam|LOC1278880	GO:0004169(PANTHER)|GO:0005783(PANTHER)|GO:0035269(PANTHER)
Anoste|protein1720	-
Anoste|protein1519	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anofun|LOC125766168	GO:0005634(PANTHER)|GO:0006357(PANTHER)
Anoste|protein8793	GO:0005794(PANTHER)|GO:0006890(InterPro)|GO:0006890(PANTHER)|GO:0016020(InterPro)
Anoalb|LOC118465826	-
Anofun|LOC125763849	-
Anoalb|LOC118468700	GO:0061578(PANTHER)
Anoalb|LOC118463585	GO:0005634(PANTHER)
Anofun|LOC125762686	GO:0006606(InterPro)
Anoalb|LOC118457788	GO:0000171(PANTHER)|GO:0000172(PANTHER)|GO:0000447(PANTHER)|GO:0001682(PANTHER)|GO:0001682(InterPro)|GO:0004526(PANTHER)|GO:0030677(InterPro)|GO:0030681(PANTHER)
Anoalb|LOC118465565	GO:0005634(PANTHER)|GO:0016567(InterPro)|GO:0016567(PANTHER)|GO:0043161(PANTHER)
Anofun|LOC125770668	GO:0004605(InterPro)|GO:0005789(PANTHER)
Anofun|LOC125766600	-
Anoalb|LOC118460640	GO:0000132(PANTHER)|GO:0000776(PANTHER)|GO:0000922(PANTHER)|GO:0005875(PANTHER)|GO:0007097(PANTHER)|GO:0030424(PANTHER)
Anoste|protein11340	GO:0031398(PANTHER)
Anogam|LOC3291441	GO:0005737(PANTHER)|GO:0005886(PANTHER)|GO:0006810(PANTHER)
Anofun|LOC125767312	-
Anoalb|LOC118461580	GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)
Anoalb|LOC118460281	-
Anoara|LOC120901782	-
Anoste|protein6464	GO:0004722(InterPro)
Anoalb|LOC118460660	-
Anoalb|LOC118466563	GO:0000978(PANTHER)|GO:0000981(PANTHER)|GO:0006357(PANTHER)|GO:0048856(PANTHER)
Anoalb|LOC118462882	GO:0003333(PANTHER)|GO:0005774(PANTHER)|GO:0015179(PANTHER)|GO:0016020(PANTHER)
Anoste|protein8235	-
Anoalb|LOC118460644	GO:0006814(PANTHER)|GO:0015293(PANTHER)
Anoalb|LOC118466061	GO:0005886(PANTHER)|GO:0006811(InterPro)|GO:0006884(PANTHER)|GO:0007268(PANTHER)|GO:0015377(InterPro)|GO:0015379(PANTHER)|GO:0016020(InterPro)|GO:0055064(PANTHER)|GO:0055075(PANTHER)|GO:1902476(PANTHER)|GO:1990573(PANTHER)
Anoste|protein454	GO:0004653(PANTHER)|GO:0005794(PANTHER)|GO:0006493(PANTHER)
Anoste|protein1951	GO:0003713(PANTHER)|GO:0005634(PANTHER)|GO:0045944(PANTHER)
Anoara|LOC120903989	-
Anogam|LOC1273223	GO:0005869(PANTHER)|GO:0005869(InterPro)|GO:0061640(PANTHER)|GO:0061640(InterPro)
Anoara|LOC120897236	GO:0003254(PANTHER)|GO:0005249(PANTHER)|GO:0035725(PANTHER)|GO:0071805(PANTHER)|GO:0098855(PANTHER)
Anoalb|LOC118456935	GO:0006897(PANTHER)|GO:0071933(PANTHER)
